image,vehicle_type,plate_text
5be33aaeb4b4ae9b.jpg,car,N/A
5be33aaeb4b4ae9b.jpg,car,N/A
5be33aaeb4b4ae9b.jpg,car,N/A
4f6b63a0ef8c57d0.jpg,bus,7ic7
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
1ca83484e995866e.jpg,car,N/A
04c7bac2607ce744.jpg,car,N/A
04c7bac2607ce744.jpg,car,al
04c7bac2607ce744.jpg,truck,1895 250451
d8ed23d575b6017a.jpg,car,N/A
d8ed23d575b6017a.jpg,car,N/A
d8ed23d575b6017a.jpg,car,N/A
d8ed23d575b6017a.jpg,car,N/A
d8ed23d575b6017a.jpg,car,N/A
337d9be3ac12ff7e.jpg,car,N/A
b0ce4ad821c22078.jpg,car,N/A
b0ce4ad821c22078.jpg,bus,POLICIA
b0ce4ad821c22078.jpg,car,N/A
b0ce4ad821c22078.jpg,car,N/A
7a5eec9a5c1473eb.jpg,car,N/A
7a5eec9a5c1473eb.jpg,car,N/A
7a5eec9a5c1473eb.jpg,car,N/A
0005ea10e0e14db1_jpg.rf.330568dbf2adacd7420ac361de58e902.jpg,car,N/A
0005ea10e0e14db1_jpg.rf.330568dbf2adacd7420ac361de58e902.jpg,truck,ComCab
12bebd6fb2bf6d0b.jpg,car,N/A
12bebd6fb2bf6d0b.jpg,car,nuanine
12bebd6fb2bf6d0b.jpg,truck,unoupentradd
12bebd6fb2bf6d0b.jpg,car,N/A
CarLongPlateGen2365_jpg.rf.56b59a9569a4be4ff975ac37752e1fca.jpg,car,MITARA
0c0f17576a1c3f6d.jpg,car,N/A
0c0f17576a1c3f6d.jpg,car,N/A
0c0f17576a1c3f6d.jpg,truck,M3SScthze
0c0f17576a1c3f6d.jpg,car,N/A
0c0f17576a1c3f6d.jpg,car,N/A
0c0f17576a1c3f6d.jpg,bus,M3SScTl78
CarLongPlate443_jpg.rf.003680da45b455b8cce47d990191505e.jpg,car,Badzs A@
df3edd0b7cae3874.jpg,car,N/A
df3edd0b7cae3874.jpg,car,GRORGL
92ef6f42594b565e.jpg,car,Tz6m
92ef6f42594b565e.jpg,car,N/A
CarLongPlateGen3392_jpg.rf.c622bcd25d14816cb7b3a66588b7f840.jpg,car,Baeao
ac47479afc4130ce.jpg,car,@PF U1839]
ac47479afc4130ce.jpg,car,N/A
ac47479afc4130ce.jpg,car,N/A
ac47479afc4130ce.jpg,truck,N/A
c55e2c42e2d31788.jpg,car,N/A
370147f5e123a17c.jpg,car,N/A
370147f5e123a17c.jpg,car,N/A
370147f5e123a17c.jpg,car,N/A
370147f5e123a17c.jpg,car,N/A
370147f5e123a17c.jpg,car,N/A
370147f5e123a17c.jpg,truck,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,truck,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
8a11d4558f2caf02.jpg,car,N/A
boderquandoi80_jpg.rf.d8a12251e85732e5618fa86451ecb577.jpg,car,N/A
1d18b4b2e9f223ea.jpg,car,L5JckE
1d18b4b2e9f223ea.jpg,car,N/A
2bdc4c219e90d705.jpg,car,N
cropquandoi100_jpg.rf.fff0f31d14d1c49235a16fc32422dd3c.jpg,motorcycle,N/A
d5a9846a37878ac3.jpg,car,N/A
d5a9846a37878ac3.jpg,car,N/A
d5a9846a37878ac3.jpg,car,N/A
d5a9846a37878ac3.jpg,car,Wan
d5a9846a37878ac3.jpg,car,N/A
d5a9846a37878ac3.jpg,car,N/A
d5a9846a37878ac3.jpg,bus,N/A
Cars226_png_jpg.rf.6cb20601baaeb46aa2d9c89d12a60089.jpg,car,N/A
Cars226_png_jpg.rf.6cb20601baaeb46aa2d9c89d12a60089.jpg,truck,N/A
7ff49c68db1a92fb.jpg,car,N/A
7ff49c68db1a92fb.jpg,car,N/A
7ff49c68db1a92fb.jpg,car,N/A
7ff49c68db1a92fb.jpg,car,N/A
f32259a9900a27aa.jpg,truck,HalZ
f32259a9900a27aa.jpg,car,N/A
f32259a9900a27aa.jpg,car,N/A
CarLongPlate953_jpg.rf.e9948fadcd7e0aeeeec3b08e48317185.jpg,car,@Cedr J@
Cars156_png_jpg.rf.85ebff81299e639489a24716a9c6ba37.jpg,truck,PRIV ATE
6a038220dfff873a.jpg,car,OD
6a038220dfff873a.jpg,car,N/A
6a038220dfff873a.jpg,truck,N/A
6a038220dfff873a.jpg,motorcycle,N/A
1c8cd7fc4dbe8eae.jpg,car,Carant
1c8cd7fc4dbe8eae.jpg,car,N/A
1c8cd7fc4dbe8eae.jpg,truck,N/A
1c8cd7fc4dbe8eae.jpg,car,N/A
1c8cd7fc4dbe8eae.jpg,car,LjAT
1c8cd7fc4dbe8eae.jpg,car,Cjrjnde
fe505ba91f98f886.jpg,bus,3
brightnessquandoi38_jpg.rf.79786936774b3f4ee7bc04c03c3f46c5.jpg,car,N/A
brightnessquandoi38_jpg.rf.79786936774b3f4ee7bc04c03c3f46c5.jpg,truck,N/A
f6c1b33f32677def.jpg,car,N/A
f925f5f1918ff67e.jpg,car,X296NBU
218d7da9395f1cd9.jpg,car,36-DL;
218d7da9395f1cd9.jpg,car,N/A
218d7da9395f1cd9.jpg,car,N/A
218d7da9395f1cd9.jpg,car,N/A
218d7da9395f1cd9.jpg,car,N/A
d523fa8301870928.jpg,car,@iduLP
CarLongPlate398_jpg.rf.70330020fae12232d8e2551c230fb92c.jpg,car,6185325
a141b959e383b765.jpg,car,mDI
a141b959e383b765.jpg,car,N/A
a141b959e383b765.jpg,car,N/A
a141b959e383b765.jpg,car,N/A
a141b959e383b765.jpg,car,N/A
a141b959e383b765.jpg,car,N/A
22ad2e9217e242bb.jpg,car,@J
cropquandoi38_jpg.rf.72aaf425985ba3170fbfdd78039e9ed5.jpg,truck,N/A
cropquandoi38_jpg.rf.72aaf425985ba3170fbfdd78039e9ed5.jpg,car,N/A
cropquandoi38_jpg.rf.72aaf425985ba3170fbfdd78039e9ed5.jpg,car,N/A
90722e0ddf6eca81.jpg,car,N/A
90722e0ddf6eca81.jpg,car,N/A
93044d3637ee5466.jpg,car,CKLI4
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
93044d3637ee5466.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
a9396bb1a3330d8c.jpg,car,N/A
CarLongPlateGen3838_jpg.rf.05da88fb123744975ec3bf9868a01385.jpg,bus,Aot
brightnessquandoi97_jpg.rf.8ebc69d8bf5419628a6e0af2826ba033.jpg,car,N/A
brightnessquandoi97_jpg.rf.8ebc69d8bf5419628a6e0af2826ba033.jpg,truck,N/A
cropquandoi7_jpg.rf.da20781f5bca612f244d47e42e083b90.jpg,truck,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,truck,SHOGUN
db8c5744c6b61f60.jpg,car,EHOGUN
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
db8c5744c6b61f60.jpg,car,N/A
Cars295_png_jpg.rf.7972ab369f3a9a0c582d0db544f92604.jpg,truck,N/A
Cars295_png_jpg.rf.7972ab369f3a9a0c582d0db544f92604.jpg,bus,N/A
Cars295_png_jpg.rf.7972ab369f3a9a0c582d0db544f92604.jpg,truck,N/A
Cars2_png_jpg.rf.cf29e04adb33c857cac11509b9396ed9.jpg,car,N/A
Cars2_png_jpg.rf.cf29e04adb33c857cac11509b9396ed9.jpg,car,N/A
002b11030ee89858_jpg.rf.71412f8c5a59c8b63c94f009786253a2.jpg,truck,FIRE_
cropquandoi5_jpg.rf.7556085b278d92f50fb5ed6a1a240968.jpg,bus,N/A
cropquandoi5_jpg.rf.7556085b278d92f50fb5ed6a1a240968.jpg,bus,FL
250a9db1e94c4c80.jpg,truck,HHARS
250a9db1e94c4c80.jpg,car,N/A
250a9db1e94c4c80.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
19b749c1be63c164.jpg,car,N/A
CarLongPlateGen1313_jpg.rf.48bf635a28d0629f76168b3dbcf19529.jpg,bus,d
quandoi48_jpg.rf.794530393577a48d9ee2e9e6559fae9d.jpg,car,ISuzu
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,Eut
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
70b3d7213a90d5aa.jpg,car,N/A
boderquandoi28_jpg.rf.e7f912017fffcccc4d0e2643be40483b.jpg,truck,N/A
002635f5f3dfd5b9_jpg.rf.4cda5195c430009c09dce5639afba866.jpg,car,N/A
002635f5f3dfd5b9_jpg.rf.4cda5195c430009c09dce5639afba866.jpg,truck,'DEJ8'
002635f5f3dfd5b9_jpg.rf.4cda5195c430009c09dce5639afba866.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,1HEZ0950)
4b4d0596229d0b7d.jpg,car,1EZu956)
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,truck,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
4b4d0596229d0b7d.jpg,car,N/A
01e1ec24455d60a0_jpg.rf.13087419b596972f6b66db98b5265ef4.jpg,car,N/A
01e1ec24455d60a0_jpg.rf.13087419b596972f6b66db98b5265ef4.jpg,car,N/A
01e1ec24455d60a0_jpg.rf.13087419b596972f6b66db98b5265ef4.jpg,car,N/A
01e1ec24455d60a0_jpg.rf.13087419b596972f6b66db98b5265ef4.jpg,truck,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,truck,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,car,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,car,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,car,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,truck,N/A
004ce6e46f66a306_jpg.rf.168c8f02472e595158aa1c958fd9d1bf.jpg,car,N/A
CarLongPlateGen962_jpg.rf.7d74189d49611795ba0d0e0bb9ba9524.jpg,truck,N/A
1a2afaa3c686d26f.jpg,car,N/A
1a2afaa3c686d26f.jpg,car,N/A
1a2afaa3c686d26f.jpg,car,N/A
1a2afaa3c686d26f.jpg,car,IB17ZODN
1a2afaa3c686d26f.jpg,truck,IB1ZZODN
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
df4be27e30d271e2.jpg,car,N/A
CarLongPlateGen1972_jpg.rf.991a789fe3045d33731856d695f2928a.jpg,car,pedorald
rotatequandoi20_jpg.rf.673990453bdd6367c4ef2334a83850ad.jpg,truck,N/A
993dbced4645daf3.jpg,car,'NAU}
082d5ca9987693f3.jpg,bus,bellloonworks co uk
brightnessquandoi101_jpg.rf.e86da6d4c02d5343619342204d6ac63a.jpg,truck,N/A
brightnessquandoi101_jpg.rf.e86da6d4c02d5343619342204d6ac63a.jpg,truck,N/A
brightnessquandoi101_jpg.rf.e86da6d4c02d5343619342204d6ac63a.jpg,car,N/A
CarLongPlate720_jpg.rf.ff9a5778ce82529148616a15edd83125.jpg,bus,621.05195
Cars160_png_jpg.rf.9341d1d3eb0b1e9ea1d284a881a684c3.jpg,bus,FCSI?
91205cd3170ee777.jpg,truck,CONSTRUCCION
Cars164_png_jpg.rf.3d97f694ffe437222d5ab0505396b20e.jpg,truck,GT
Cars163_png_jpg.rf.4d7dbae5e4d0055bd7adcdf6722e7dd4.jpg,bus,LRJJTED
d4b98e9c9be484e2.jpg,car,N/A
d4b98e9c9be484e2.jpg,car,N/A
d4b98e9c9be484e2.jpg,bus,N/A
84386be56c878137.jpg,car,2995 HHG
84386be56c878137.jpg,car,98582.00.00
84386be56c878137.jpg,car,N/A
84386be56c878137.jpg,car,N/A
84386be56c878137.jpg,car,N/A
xemayBigPlate70_jpg.rf.357d9243cd45d3ca2385170688a5321b.jpg,motorcycle,N/A
22a22dcebec84afd.jpg,car,Lpip55 I
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
22a22dcebec84afd.jpg,car,N/A
CarLongPlateGen2290_jpg.rf.b9ccb3d9c79a9376d299279a40a0018b.jpg,car,610394.66
0018e004f5cac5e0_jpg.rf.44b29cf9b22f32897062e3ab00808d2c.jpg,bus,OA5UT AQNO_
15604071d60c0968.jpg,car,F
15604071d60c0968.jpg,car,N/A
15604071d60c0968.jpg,car,N/A
15604071d60c0968.jpg,car,N/A
15604071d60c0968.jpg,car,N/A
a3ad08dfef7cdf10.jpg,car,N/A
a3ad08dfef7cdf10.jpg,car,ARH dO
a3ad08dfef7cdf10.jpg,car,N/A
a3ad08dfef7cdf10.jpg,car,N/A
a3ad08dfef7cdf10.jpg,car,N/A
b5fd387ea886ec08.jpg,car,IMeLo
b5fd387ea886ec08.jpg,car,N/A
b5fd387ea886ec08.jpg,truck,OUmtll
CarLongPlate86_jpg.rf.b962bc66cdbc82c96697c2642e7da73a.jpg,truck,61G31691
CarLongPlateGen2718_jpg.rf.b95ef4bff21feb9bec39cdfbeca3f16d.jpg,bus,Hk853zb
083fcc282dba0738.jpg,truck,Noodoivan?
083fcc282dba0738.jpg,car,N/A
083fcc282dba0738.jpg,car,N/A
083fcc282dba0738.jpg,car,N/A
083fcc282dba0738.jpg,truck,N/A
9ead2683d36b6457.jpg,car,"""do3 VhX"
9ead2683d36b6457.jpg,truck,"""do3 VhXE"
9ead2683d36b6457.jpg,car,N/A
xemayBigPlate32_jpg.rf.cde1a3c8a2f4a1c8f1d33e57f40a97a5.jpg,motorcycle,95442:
fbb2d8f1b1e61186.jpg,car,COROLLAE
fbb2d8f1b1e61186.jpg,truck,N/A
CarLongPlateGen3038_jpg.rf.d1d4b477603030e1d6ed4e70e16d71f1.jpg,truck,61077529
34728f52ef4e3a1a.jpg,car,Sx
34728f52ef4e3a1a.jpg,car,N/A
34728f52ef4e3a1a.jpg,car,N/A
34728f52ef4e3a1a.jpg,car,N/A
